Timestamp,O3,PM2.5,NO2,SO2,Pressure,RH,Temperature,Wind Speed,O3BL,PMBL,NO2BL,SO2BL,PBL,rhbl,TBL,WSBL,ln(O3)-O3BL,ln(PM)-PMBL,ln(NO2)-NO2BL,ln(SO2)-SO2BL,ln(P)-PBL,ln(rh)-rhbl,ln(T)-TBL,ln(WS)-WSBL
2001/04/25,5.31460833333,0,0,0,0,0,0,0,2.61477529528,0,0,0,0,0,0,0,-0.9443159770,0,0,0,0,0,0,0
2001/04/26,18.7074833333,0,0,0,0,0,0,0,2.61484849816,0,0,0,0,0,0,0,0.31407512390,0,0,0,0,0,0,0
2001/04/27,20.2965552083,0,0,0,0,0,0,0,2.61525879825,0,0,0,0,0,0,0,0.39519237921,0,0,0,0,0,0,0
2001/04/28,12.9464124999,0,0,0,0,0,0,0,2.61592765629,0,0,0,0,0,0,0,-0.0551089335,0,0,0,0,0,0,0
2001/04/29,7.823125,0,0,0,0,0,0,0,2.61674385055,0,0,0,0,0,0,0,-0.5596597594,0,0,0,0,0,0,0
2001/04/30,9.22618750000,0,0,0,0,0,0,0,2.61758027115,0,0,0,0,0,0,0,-0.3955343632,0,0,0,0,0,0,0
2001/05/01,9.8426875,0,0,0,0,0,0,0,2.61845239413,0,0,0,0,0,0,0,-0.3317236004,0,0,0,0,0,0,0
2001/05/02,8.63095833333,0,0,0,0,0,0,0,2.61937148644,0,0,0,0,0,0,0,-0.4640159407,0,0,0,0,0,0,0
2001/05/03,14.9022124999,0,0,0,0,0,0,0,2.62027608709,0,0,0,0,0,0,0,0.08123360475,0,0,0,0,0,0,0
2001/05/04,15.7103654947,0,0,0,0,0,0,0,2.62105759405,0,0,0,0,0,0,0,0.13326312304,0,0,0,0,0,0,0
2001/05/05,16.2840166666,0,0,0,0,0,0,0,2.62176871735,0,0,0,0,0,0,0,0.16841533677,0,0,0,0,0,0,0
2001/05/06,10.9056041666,0,0,0,0,0,0,0,2.62239389530,0,0,0,0,0,0,0,-0.2331170944,0,0,0,0,0,0,0
2001/05/07,7.88688750000,0,0,0,0,0,0,0,2.62282694468,0,0,0,0,0,0,0,-0.5576253743,0,0,0,0,0,0,0
2001/05/08,10.3103833333,0,0,0,0,0,0,0,2.62310464724,0,0,0,0,0,0,0,-0.2899531691,0,0,0,0,0,0,0
2001/05/09,8.46088333333,0,0,0,0,0,0,0,2.62330050739,0,0,0,0,0,0,0,-0.4878469263,0,0,0,0,0,0,0
2001/05/10,16.7729666666,0,0,0,0,0,0,0,2.62338733211,0,0,0,0,0,0,0,0.19638113127,0,0,0,0,0,0,0
2001/05/11,21.2372458333,0,0,0,0,0,0,0,2.62322534281,0,0,0,0,0,0,0,0.43253117628,0,0,0,0,0,0,0
2001/05/12,30.1658125,0,0,0,0,0,0,0,2.62286488174,0,0,0,0,0,0,0,0.78384436497,0,0,0,0,0,0,0
2001/05/13,32.1428541666,0,0,0,0,0,0,0,2.62226838823,0,0,0,0,0,0,0,0.84792177231,0,0,0,0,0,0,0
2001/05/14,26.3180166666,0,0,0,0,0,0,0,2.62131639385,0,0,0,0,0,0,0,0.64893735515,0,0,0,0,0,0,0
2001/05/15,17.7295833333,0,0,0,0,0,0,0,2.61987423433,0,0,0,0,0,0,0,0.25536038481,0,0,0,0,0,0,0
2001/05/16,17.8571458333,0,0,0,0,0,0,0,2.61776239137,0,0,0,0,0,0,0,0.26464136353,0,0,0,0,0,0,0
2001/05/17,13.3928666666,0,0,0,0,0,0,0,2.61492306686,0,0,0,0,0,0,0,-0.0202008399,0,0,0,0,0,0,0
2001/05/18,4.84692708333,0,0,0,0,0,0,0,2.61125025105,0,0,0,0,0,0,0,-1.0329053379,0,0,0,0,0,0,0
2001/05/19,7.63180833333,0,0,0,0,0,0,0,2.60660432662,0,0,0,0,0,0,0,-0.5742795063,0,0,0,0,0,0,0
2001/05/20,20.1743125000,0,0,0,0,0,0,0,2.60090199380,0,0,0,0,0,0,0,0.40350814293,0,0,0,0,0,0,0
2001/05/21,12.414975,0,0,0,0,0,0,0,2.59423028406,0,0,0,0,0,0,0,-0.0753268788,0,0,0,0,0,0,0
2001/05/22,11.7984625,0,0,0,0,0,0,0,2.58663070881,0,0,0,0,0,0,0,-0.1186614824,0,0,0,0,0,0,0
2001/05/23,17.1556208333,0,0,0,0,0,0,0,2.57816221267,0,0,0,0,0,0,0,0.26416365262,0,0,0,0,0,0,0
2001/05/24,15.6675124999,0,0,0,0,0,0,0,2.56890416585,0,0,0,0,0,0,0,0.18268513508,0,0,0,0,0,0,0
2001/05/25,17.0705791666,0,0,0,0,0,0,0,2.55893119321,0,0,0,0,0,0,0,0.27842527193,0,0,0,0,0,0,0
2001/05/26,21.0459208333,0,0,0,0,0,0,0,2.54838118084,0,0,0,0,0,0,0,0.49832557586,0,0,0,0,0,0,0
2001/05/27,28.2738166666,0,0,0,0,0,0,0,2.53741932384,0,0,0,0,0,0,0,0.80451684640,0,0,0,0,0,0,0
2001/05/28,21.7687,0,0,0,0,0,0,0,2.52620827342,0,0,0,0,0,0,0,0.55426488483,0,0,0,0,0,0,0
2001/05/29,23.1930249999,0,0,0,0,0,0,0,2.51492410463,0,0,0,0,0,0,0,0.62892748228,0,0,0,0,0,0,0
2001/05/30,12.0323083333,0,0,0,0,0,0,0,2.50366411700,0,0,0,0,0,0,0,-0.0160687240,0,0,0,0,0,0,0
2001/05/31,20.3869083333,0,0,0,0,0,0,0,2.49247014626,0,0,0,0,0,0,0,0.52242280021,0,0,0,0,0,0,0
2001/06/01,37.5212666666,0,0,0,0,0,0,0,2.48139438490,0,0,0,0,0,0,0,1.14351349842,0,0,0,0,0,0,0
2001/06/02,26.3180291666,0,0,0,0,0,0,0,2.47053537971,0,0,0,0,0,0,0,0.79971884425,0,0,0,0,0,0,0
2001/06/03,8.18452499999,0,0,0,0,0,0,0,2.45983163932,0,0,0,0,0,0,0,-0.3575864631,0,0,0,0,0,0,0
2001/06/04,7.75935000000,0,0,0,0,0,0,0,2.44927026912,0,0,0,0,0,0,0,-0.4003717013,0,0,0,0,0,0,0
2001/06/05,7.24915000000,0,0,0,0,0,0,0,2.43898573240,0,0,0,0,0,0,0,-0.4581015117,0,0,0,0,0,0,0
2001/06/06,6.0161625,0,0,0,0,0,0,0,2.42896938234,0,0,0,0,0,0,0,-0.6345197847,0,0,0,0,0,0,0
2001/06/07,4.05503528645,0,0,0,0,0,0,0,2.41921116337,0,0,0,0,0,0,0,-1.0192517738,0,0,0,0,0,0,0
2001/06/08,5.37839166666,0,0,0,0,0,0,0,2.40976090681,0,0,0,0,0,0,0,-0.7273715240,0,0,0,0,0,0,0
2001/06/09,4.71937083333,0,0,0,0,0,0,0,2.40066009988,0,0,0,0,0,0,0,-0.8489846071,0,0,0,0,0,0,0
2001/06/10,7.07908750000,0,0,0,0,0,0,0,2.39179651355,0,0,0,0,0,0,0,-0.4346514983,0,0,0,0,0,0,0
2001/06/11,7.7380875,0,0,0,0,0,0,0,2.38322898309,0,0,0,0,0,0,0,-0.3370744190,0,0,0,0,0,0,0
2001/06/12,9.0986375,0,0,0,0,0,0,0,2.37509128043,0,0,0,0,0,0,0,-0.1669666033,0,0,0,0,0,0,0
2001/06/13,9.332475,0,0,0,0,0,0,0,2.36751279729,0,0,0,0,0,0,0,-0.1340125443,0,0,0,0,0,0,0
2001/06/14,12.5750683593,0,0,0,0,0,0,0,2.36062502279,0,0,0,0,0,0,0,0.17109112930,0,0,0,0,0,0,0
2001/06/15,6.37754166666,0,0,0,0,0,0,0,2.35444418542,0,0,0,0,0,0,0,-0.5016614810,0,0,0,0,0,0,0
2001/06/16,6.39880833333,0,0,0,0,0,0,0,2.34904180707,0,0,0,0,0,0,0,-0.4929300319,0,0,0,0,0,0,0
2001/06/17,8.18451666666,0,0,0,0,0,0,0,2.34461122403,0,0,0,0,0,0,0,-0.2423670660,0,0,0,0,0,0,0
2001/06/18,6.22856725260,0,0,0,0,0,0,0,2.34120404623,0,0,0,0,0,0,0,-0.5120577153,0,0,0,0,0,0,0
2001/06/19,9.94897916666,0,0,0,0,0,0,0,2.33874068339,0,0,0,0,0,0,0,-0.0412707338,0,0,0,0,0,0,0
2001/06/20,8.69471250000,0,0,0,0,0,0,0,2.33719292192,0,0,0,0,0,0,0,-0.1744778396,0,0,0,0,0,0,0
2001/06/21,9.75767083333,0,0,0,0,0,0,0,2.33640703272,0,0,0,0,0,0,0,-0.0583533049,0,0,0,0,0,0,0
2001/06/22,12.3033729166,0,0,0,0,0,0,0,2.33628785865,0,0,0,0,0,0,0,0.17358558699,0,0,0,0,0,0,0
2001/06/23,34.2687270833,0,0,0,0,0,0,0,2.33673370629,0,0,0,0,0,0,0,1.19749948514,0,0,0,0,0,0,0
2001/06/24,11.7346916666,0,0,0,0,0,0,0,2.33764457574,0,0,0,0,0,0,0,0.12490497853,0,0,0,0,0,0,0
2001/06/25,10.7142916666,0,0,0,0,0,0,0,2.33888040305,0,0,0,0,0,0,0,0.03269811697,0,0,0,0,0,0,0
2001/06/26,9.56632083333,0,0,0,0,0,0,0,2.34036766228,0,0,0,0,0,0,0,-0.0821189786,0,0,0,0,0,0,0
2001/06/27,8.07821666666,0,0,0,0,0,0,0,2.34199072428,0,0,0,0,0,0,0,-0.2528195856,0,0,0,0,0,0,0
2001/06/28,9.11989166666,0,0,0,0,0,0,0,2.34366593375,0,0,0,0,0,0,0,-0.1332080083,0,0,0,0,0,0,0
2001/06/29,10.5176645833,0,0,0,0,0,0,0,2.34537189413,0,0,0,0,0,0,0,0.00768429074,0,0,0,0,0,0,0
2001/06/30,7.70621980997,0,0,0,0,0,0,0,2.34707198485,0,0,0,0,0,0,0,-0.3050442145,0,0,0,0,0,0,0
2001/07/01,14.3494791666,0,0,0,0,0,0,0,2.34867180796,0,0,0,0,0,0,0,0.31504183857,0,0,0,0,0,0,0
2001/07/02,13.7755124999,0,0,0,0,0,0,0,2.35020360009,0,0,0,0,0,0,0,0.27268895932,0,0,0,0,0,0,0
2001/07/03,9.71515000000,0,0,0,0,0,0,0,2.35171817639,0,0,0,0,0,0,0,-0.0780316536,0,0,0,0,0,0,0
2001/07/04,25.7865666666,0,0,0,0,0,0,0,2.35321496557,0,0,0,0,0,0,0,0.89663871891,0,0,0,0,0,0,0
2001/07/05,13.2865791666,0,0,0,0,0,0,0,2.35477636014,0,0,0,0,0,0,0,0.23197808039,0,0,0,0,0,0,0
2001/07/06,13.3609791666,0,0,0,0,0,0,0,2.35643893829,0,0,0,0,0,0,0,0.23589951804,0,0,0,0,0,0,0
2001/07/07,11.3733083333,0,0,0,0,0,0,0,2.35822031250,0,0,0,0,0,0,0,0.07304892332,0,0,0,0,0,0,0
2001/07/08,11.1181916666,0,0,0,0,0,0,0,2.36018907942,0,0,0,0,0,0,0,0.04839357625,0,0,0,0,0,0,0
2001/07/09,10.0712151041,0,0,0,0,0,0,0,2.36251788914,0,0,0,0,0,0,0,-0.0528365239,0,0,0,0,0,0,0
2001/07/10,13.5629249999,0,0,0,0,0,0,0,2.36518250120,0,0,0,0,0,0,0,0.24215746599,0,0,0,0,0,0,0
2001/07/11,14.147525,0,0,0,0,0,0,0,2.36809662250,0,0,0,0,0,0,0,0.28144307462,0,0,0,0,0,0,0
